gene	mean	median	longest_isoform	merged
MPL	3645	3645	3645	3645
CDC20	1675	1675	1675	1675
ELOVL1	1482	1460	1626	1786
MIR6734	38	23	68	68
MED8	1839	1989	2032	2050
SZT2	11547	11051	13979	14226
MIR6735	40	25	73	73
HYI	1417	1339	1855	2140
PTPRF	7639	7733	7788	8003
KDM4A	4523	4522	4588	4853
KDM4A-AS1	1574	1574	1574	1574
ST3GAL3	1970	2069	2470	3334
RP11-184I16.4	539	539	539	539
MIR6079	43	43	62	62
ARTN	1656	1795	1944	2207
LOC101929609	836	836	836	836
IPO13	4027	4027	4027	4027
DPH2	2247	2433	2497	2497
ATP6V0B	1420	1022	2265	2270
B4GALT2	2070	2005	2204	2506
CCDC24	1394	1394	1463	1463
SLC6A9	3177	3224	3390	3692
KLF17	2351	2490	3131	3884
DMAP1	1552	1545	1766	2038
ERI3	1496	1620	1743	2119
ERI3-IT1	579	579	661	1120
RNF220	2641	3010	3206	3875
MIR5584	34	22	60	60
LOC102723990	1325	1325	1325	1325
TMEM53	2073	2225	2243	2333
C1orf228	1644	1663	1795	1866
RNU5F-1	116	116	116	116
RNU5D-1	100	100	100	100
KIF2C	2904	2926	3009	3379
RPS8	705	705	705	705
SNORD55	74	74	74	74
SNORD46	98	98	98	98
SNORD38A	71	71	71	71
SNORD38B	69	69	69	69
BEST4	1931	1931	2096	2391
PLK3	2492	2492	2626	2761
TCTEX1D4	1268	1270	1340	1695
BTBD19	2132	2412	2458	2523
PTCH2	4035	4035	4298	4634
EIF2B3	1847	1923	2027	2178
HECTD3	3628	3628	3628	3628
UROD	1341	1348	1458	1477
ZSWIM5	5838	5838	5838	5838
LINC01144	1710	1710	1710	1710
HPDL	1803	1803	1803	1803
MUTYH	1737	1742	1930	2279
TOE1	2149	2229	2392	2738
TESK2	3030	3076	3115	3118
CCDC163P	2098	2084	2169	2169
MMACHC	1896	1896	2850	2850
PRDX1	1119	1113	1235	1348
AKR1A1	1471	1471	1580	1580
NASP	2849	3099	3299	3364
CCDC17	2738	2853	3151	3292
GPBP1L1	3645	3603	3738	3866
RPS15AP10	914	914	914	914
TMEM69	1471	1471	1471	1471
IPP	2339	1935	3540	3879
MAST2	5496	5604	5774	6271
PIK3R3	5288	5176	5675	6003
RP4-533D7.5	543	543	564	632
TSPAN1	1629	1629	1629	1629
LOC102724021	444	444	444	444
POMGNT1	2556	2442	2936	3386
LURAP1	1849	1849	1849	1849
RAD54L	2726	2549	3146	3146
LOC102724045	75	75	75	75
LOC102724033	76	76	76	76
LRRC41	2962	2962	2977	3220
UQCRH	628	628	729	729
NSUN4	4978	5006	5286	5799
FAAH	2095	2095	2095	2095
LOC729041	1267	1267	1267	1267
RP5-1109J22.2	1128	1128	1128	1128
DMBX1	2887	2886	2896	2905
MKNK1-AS1	2445	2445	2445	2445
KNCN	2392	2392	2392	2392
MKNK1	2653	2615	3028	4010
LOC101929673	304	304	304	304
MOB3C	3787	2822	5735	5916
ATPAF1	1731	1735	1829	2152
TEX38	764	737	869	869
EFCAB14-AS1	542	542	584	584
EFCAB14	5767	5767	5767	5767
CYP4B1	2156	2156	2158	2158
CYP4Z2P	1474	1474	1474	1474
CYP4A11	1785	1758	2552	2872
CYP4X1	2357	2357	2357	2357
CYP4Z1	1907	1907	1907	1907
CYP4A22	1480	1365	2364	2971
LINC00853	661	661	661	661
PDZK1IP1	894	894	894	894
TAL1	4773	4846	5028	5902
STIL	4880	5017	5225	5258
CMPK1	2366	2818	2930	3508
LOC102724077	448	448	448	448
FOXE3	1981	1981	1981	1981
FOXD2-AS1	2509	2509	2509	2509
FOXD2	4675	4675	4675	4675
TRABD2B	6060	7029	7581	7581
SKINTL	1511	1511	1511	1511
SLC5A9	3236	3236	3274	3274
SPATA6	4053	4802	5008	6375
LOC102724088	45	45	45	45
AGBL4	2971	2971	2988	2988
BEND5	1201	1166	1368	1592
AGBL4-IT1	514	514	514	514
ELAVL4	2966	3712	3943	4787
DMRTA2	3083	3083	3083	3083
FAF1	2583	2583	2583	2583
CDKN2C	1680	1680	2087	2478
C1orf185	1276	1276	1641	1662
MIR4421	45	45	69	69
MIR6500	43	24	86	86
RNF11	3074	3074	3074	3074
TTC39A	2781	2745	2910	3705
LOC102724097	642	642	642	642
EPS15	4828	4871	5220	5619
OSBPL9	3198	2817	3908	4258
NRD1	3609	3621	4026	4084
MIR761	40	40	59	59
RAB3B	12844	12844	12844	12844
TXNDC12	2883	3065	3188	4351
KTI12	1696	1696	1696	1696
BTF3L4	4553	4576	4643	4643
ZFYVE9	5106	5106	5195	5195
CC2D1B	3564	3344	5654	5744
ORC1	3163	3166	3169	3169
PRPF38A	2772	2772	2772	2772
ZCCHC11	5513	5663	5851	7561
GPX7	1348	1229	2099	2554
FAM159A	643	643	698	864
COA7	2114	2114	2114	2114
ZYG11B	8042	8042	8143	8167
ZYG11A	3504	3504	4271	4271
ECHDC2	1430	1446	1854	2550
SCP2	2079	2312	2725	3700
MIR1273F	59	59	99	99
MIR5095	54	54	88	88
MIR1273G	47	22	100	100
PODN	3118	3171	3417	3417
SLC1A7	2411	2668	2873	3599
LOC102724114	50	50	50	50
CPT2	2893	2893	3094	3094
C1orf123	1085	1085	1085	1085
MAGOH	756	756	756	756
RP5-1024G6.5	1181	1181	1181	1181
LRP8	7408	7423	7783	7822
LOC102724125	275	275	279	298
SLC25A3P1	925	925	925	925
DMRTB1	1907	1907	1907	1907
GLIS1	2801	2801	2816	3088
NDC1	4715	4705	4826	4977
YIPF1	1731	1710	1903	1907
DIO1	1726	1692	1860	1860
HSPB11	684	606	846	981
LRRC42	1746	1771	1859	1927
LDLRAD1	1864	2195	2376	2558
TMEM59	1604	1597	1726	1726
TCEANC2	4097	4097	4097	4097
MIR4781	39	22	76	76
CDCP2	1959	1959	1959	1959
CYB5RL	3551	3551	3551	3551
MRPL37	2156	2156	2829	3041
SSBP3	2673	3173	3254	3278
SSBP3-AS1	2621	2621	2621	2621
ACOT11	2598	2598	3181	3391
FAM151A	1892	1892	1981	2057
MROH7	4380	4380	4385	4391
MROH7-TTC4	6309	6339	6472	6535
TTC4	2395	2395	2395	2395
PARS2	2386	2386	2386	2386
TTC22	2099	2099	2219	3073
C1orf177	1745	1745	1789	1789
DHCR24	4286	4286	4286	4286
TRNAK-CUU	73	73	73	73
TMEM61	987	987	1097	1167
BSND	1201	1201	1370	1452
PCSK9	3710	3710	3710	3710
USP24	9374	9540	10802	11091
LOC100507634	2048	2048	2048	2048
MIR4422	52	52	83	83
LOC102724140	178	178	178	178
PPAP2B	3308	3308	3308	3308
PRKAA2	9352	9352	9352	9352
LOC102724154	389	389	389	389
C1orf168	3073	3229	3460	3460
LOC101929757	1824	1824	1824	1824
C8A	2392	2392	2392	2392
C8B	2202	2162	2384	2549
DAB1	2580	2580	2580	2580
DAB1-AS1	1017	1031	1150	1150
OMA1	1909	1909	1909	1909
TACSTD2	2072	2072	2072	2072
MYSM1	7789	7768	7845	7905
JUN	3323	3323	3323	3323
LINC01135	979	994	1123	1123
LOC101926907	869	869	869	869
RP4-794H19.4	530	513	592	772
HSD52	1043	1043	1043	1043
FGGY	1847	2014	2485	3005
MIR4711	37	23	70	70
RP4-782L23.1	565	565	565	565
HOOK1	3945	4012	5857	5927
CYP2J2	1770	1770	1857	1879
C1orf87	2028	2028	2028	2028
RP11-436K8.1	2344	2344	2344	2344
LOC100996570	1020	1020	1270	1849
NFIA	9353	9358	9482	10023
LOC102724281	2964	2964	3084	4247
RP5-833A20.1	392	392	392	392
MGC34796	1887	1887	1887	1887
TM2D1	970	1109	1250	1381
INADL	5956	6076	8538	9762
MIR3116-1	48	48	74	74
MIR3116-2	45	45	68	68
L1TD1	3933	3933	3989	3989
KANK4	5477	5477	5477	5477
USP1	3620	3509	3939	4198
DOCK7	6179	7049	7182	8533
ANGPTL3	2951	2951	2951	2951
RP11-230B22.1	1324	1324	1324	1324
ATG4C	2688	2676	2724	2835
LINC00466	1793	1793	1793	1793
LOC100996301	993	993	993	993
FOXD3	2068	2068	2068	2068
MIR6068	40	40	60	60
ALG6	2678	2678	3371	3377
ITGB3BP	1117	1126	1208	1760
LOC102724319	634	634	634	634
EFCAB7	2446	2324	4139	4610
DLEU2L	1657	1657	1657	1657
PGM1	2459	2472	2558	3353
ROR1	4079	4079	5856	6586
RP11-24J23.2	1504	1638	2207	3626
UBE2U	1277	1389	1476	1865
CACHD1	5043	5043	5274	5274
LOC101927065	97	97	97	97
MIR4794	49	49	77	77
RAVER2	4307	4307	4362	4401
JAK1	4972	4959	5053	5167
RP11-182I10.3	710	476	1571	2374
MIR3671	55	55	88	88
MIR101-1	39	22	75	75
AK4	6922	6887	6998	7226
DNAJC6	5895	5916	5968	6320
LOC102724416	461	461	461	461
LEPROT	3327	4625	4761	5121
LEPR	3909	3620	5135	6901
PDE4B	3858	3876	4303	5908
RP11-397C12.1	268	268	268	268
SGIP1	10023	10827	10952	11503
MIR3117	39	21	78	78
TCTEX1D1	2148	2148	2264	2282
INSL5	718	718	718	718
WDR78	3206	3543	3990	4296
MIER1	4095	3875	5628	7796
SLC35D1	6390	6443	6478	7179
C1orf141	2242	2203	2346	2533
IL23R	1988	1920	2826	3158
IL12RB2	3543	3786	4133	4221
SERBP1	6732	6732	6764	6764
LOC102724481	142	142	142	142
GADD45A	1266	1278	1380	1380
GNG12	4409	4409	4409	4409
GNG12-AS1	2247	2247	2247	2247
DIRAS3	1698	1698	1766	1766
WLS	2438	2468	2796	3091
LOC101929986	3794	3794	3794	3794
MIR1262	57	57	93	93
RPE65	2648	2648	2688	2753
DEPDC1	5012	5012	5438	5438
RP4-694A7.4	1247	1247	1247	1247
LRRC7	7082	7082	7919	8184
PIN1P1	996	996	996	996
LRRC40	2691	2769	2945	2945
SRSF11	2847	2829	3002	3746
ANKRD13C	3622	3980	5667	6343
HHLA3	838	827	900	952
LOC102724548	526	526	526	526
CTH	2019	2026	2140	2213
RP5-952N6.1	2086	2086	2086	2086
LOC102724572	308	308	406	443
PTGER3	2579	1997	7759	10280
ZRANB2-AS1	1678	1678	1678	1678
ZRANB2	3117	3138	3145	3145
MIR186	43	22	86	86
ZRANB2-AS2	783	783	783	783
NEGR1	5669	5669	5669	5669
NEGR1-IT1	534	534	534	534
RP11-262K1.1	1331	1331	1331	1331
RP4-598G3.1	3871	3871	3871	3871
LRRIQ3	1909	1828	2865	3037
FPGT-TNNI3K	3055	3055	3328	3619
FPGT	4195	3960	4722	4722
TNNI3K	3023	3023	3023	3023
C1orf173	5969	5871	7159	7999
LOC101927320	2845	2845	5071	5110
CRYZ	2105	2164	2305	2309
TYW3	2902	3385	3524	3559
LHX8	2068	2068	2373	2446
SLC44A5	3767	4083	4383	6193
ACADM	2573	2623	2722	2734
RABGGTB	1611	1611	1709	1709
SNORD45C	78	78	78	78
SNORD45A	84	84	84	84
SNORD45B	71	71	71	71
MSH4	3277	3277	3277	3277
ASB17	987	994	1107	1107
RP11-550H2.1	185	185	190	251
ST6GALNAC3	2648	1150	6802	7362
ST6GALNAC5	3751	3751	5470	5578
MIR7156	35	23	60	60
PIGK	4626	4626	4626	4626
AK5	3365	3248	3936	4335
ZZZ3	5532	5594	6428	6523
USP33	4013	4157	4533	4628
FAM73A	3872	2711	6410	6844
NEXN-AS1	2292	2292	2292	2292
NEXN	4908	5413	5630	5820
FUBP1	2553	2444	2884	3009
DNAJB4	2583	2651	2859	3347
GIPC2	2684	3157	3543	4054
MGC27382	1193	1193	1193	1193
PTGFR	4103	4795	5431	5658
IFI44L	2579	1960	5874	5923
IFI44	1611	1655	1726	1763
ELTD1	3619	3619	3619	3619
RP5-887A10.1	540	540	540	540
LOC101927458	608	608	633	666
LPHN2	5665	5799	6591	7495
RP11-170N11.1	1515	1515	1526	1586
LOC101927542	736	736	736	736
RP11-475O6.1	3259	3259	3259	3259
RP11-475O6.1-2	2069	2069	2069	2069
TTLL7	3106	3237	3648	3833
PRKACB	3712	4301	4590	6204
LOC101927611	257	257	257	257
LOC101927633	376	376	404	556
SAMD13	1511	1561	1567	1803
UOX	1551	1551	1551	1551
DNASE2B	1134	1134	1259	1345
LOC101927656	366	338	467	552
RPF1	1975	1975	1975	1975
GNG5	806	806	806	806
SPATA1	1393	1246	2139	2278
CTBS	3101	3101	3101	3101
LOC101927773	555	588	614	617
C1orf180	2884	2884	2884	2884
SSX2IP	5355	5580	6025	6469
LOC102724892	760	760	760	760
LPAR3	2533	2533	3345	3543
MCOLN2	2574	2825	3044	3172
MCOLN3	2879	2863	3247	3648
WDR63	2656	2926	3019	3105
MIR4423	41	22	80	80
SYDE2	3808	3817	4711	6032
C1orf52	3327	3327	3391	3391
BCL10	3097	3097	3105	3122
LOC646626	888	888	888	888
DDAH1	3765	3695	4018	5321
LOC101930232	279	279	281	317
CYR61	2295	2295	2295	2295
ZNHIT6	4845	6080	6197	7078
COL24A1	6500	6500	6500	6500
ODF2L	3944	4126	4370	6559
MIR7856	38	38	56	56
CLCA2	4025	4025	4025	4025
CLCA1	3123	3123	3123	3123
CLCA4	2663	3104	3213	3376
CLCA3P	3412	3412	3412	3412
SH3GLB1	6385	6408	6483	6488
SEP15	1815	1815	1840	1840
HS2ST1	4168	4168	6758	7265
LINC01140	2813	3137	3344	4643
LOC101927844	1131	1131	1131	1131
LMO4	5063	5063	5405	5498
RP4-544H6.2	889	889	889	889
LOC101927871	559	559	585	586
RP11-76N22.2	1669	741	3646	3825
PKN2	5936	5936	6104	6150
GTF2B	1645	1645	1645	1645
CCBL2	2102	2102	2152	2152
RBMXL1	5037	5037	5087	5087
GBP3	2887	3076	3173	3385
GBP1	2775	2775	3050	3162
GBP2	4133	4133	4133	4133
GBP7	2454	2454	2454	2454
GBP4	6145	6145	6145	6145
GBP5	3998	3998	4052	4052
LOC729930	1105	1105	1105	1105
GBP6	4090	4329	4867	4936
GBP1P1	1234	1234	1234	1234
LRRC8B	7756	7684	8263	9031
FLJ27354	789	789	789	789
LRRC8C	7095	7095	7207	7224
LOC102723361	940	759	1314	1358
LOC101927952	1240	1240	1240	1240
LOC101927933	1830	1830	1830	1830
LOC101927975	619	619	619	619
LRRC8D	3507	3776	3789	4077
GEMIN8P4	1702	1702	1702	1702
ZNF326	2197	2260	2722	3980
BARHL2	1496	1496	1496	1496
LOC149351	2454	2454	2454	2454
ZNF644	4108	4138	6220	6992
LOC102723410	894	894	894	894
HFM1	4047	4047	4931	4931
CDC7	2894	3178	3313	3500
LOC102723436	282	282	282	282
TGFBR3	6355	6382	6564	6889
BRDT	3428	3559	3895	4056
EPHX4	1443	1443	1443	1443
SETSIP	1037	1037	1037	1037
BTBD8	1443	1443	1443	1443
KIAA1107	4556	4556	4556	4556
C1orf146	751	751	751	751
GLMN	1982	2008	2032	2056
RPAP2	2779	2981	3112	3507
GFI1	2831	2744	3143	3417
EVI5	3598	2746	7563	8261
RPL5	1031	1031	1031	1031
FAM69A	2203	2468	2646	3099
SNORD21	95	95	95	95
SNORA66	133	133	133	133
MTF2	3995	4002	4128	4128
TMED5	6105	6114	6136	6185
CCDC18	4397	4314	5451	6169
LOC100131564	4033	4033	4033	4033
DR1	3209	3209	3209	3209
FNBP1L	4731	4771	5343	5557
TRNAC-GCA	73	73	73	73
BCAR3	3122	3196	3222	4026
RP5-1033H22.2	1562	1562	1562	1562
LOC102723480	320	323	336	459
MIR760	50	50	80	80
TRNAR15	73	73	73	73
DNTTIP2	2722	2722	2722	2722
GCLM	2884	2884	3074	3216
ABCA4	7326	7326	7326	7326
ARHGAP29	8905	8905	9117	9117
LOC100505940	392	392	392	392
ABCD3	3015	3470	3616	3950
F3	2313	2313	2393	2393
LOC102723542	2484	2484	2539	2539
LINC01057	1331	1331	1331	1331
MIR378G	30	30	41	41
SLC44A3	2269	2293	2397	2577
CNN3	1929	1938	2112	2299
RP4-639F20.1	952	952	952	952
ALG14	796	796	1057	1120
LOC101928098	1142	1142	1142	1142
TMEM56	6720	6720	6822	6899
TMEM56-RWDD3	1491	1491	1491	1491
RP11-57H12.3	1041	610	2471	2784
RWDD3	1195	1235	1368	1385
LOC100996630	396	396	396	396
LOC101928169	602	602	602	602
FLJ31662	2755	2755	2755	2755
RP11-286B14.1	1614	1614	1614	1614
LOC101928219	613	613	613	613
LOC102723661	609	609	752	758
RP5-898J17.1	1994	1994	1994	1994
PTBP2	2942	3236	3486	3518
DPYD	3642	4166	4448	7009
DPYD-AS1	533	533	533	533
DPYD-AS2	817	817	817	817
LOC102723700	218	218	218	218
MIR137HG	2469	2469	2469	2469
MIR2682	51	23	110	110
MIR137	62	62	102	102
RP5-1070A16.1	2265	2265	2265	2265
SNX7	1603	1693	1839	2214
LPPR5	4007	4007	4015	4015
RP5-896L10.1	2544	2544	2544	2544
LPPR4	4937	4937	5024	5024
RP11-413P11.1	515	515	515	515
PALMD	2578	2578	2578	2578
FRRS1	2198	2286	2678	2783
AGL	7217	7182	7449	8224
LOC101930120	192	192	192	192
SLC35A3	4201	5507	5873	7015
HIAT1	2779	2779	2917	2917
SASS6	3899	3899	3899	3899
TRMT13	1845	1080	3143	3180
LRRC39	1923	1876	2117	2214
DBT	4646	1842	10815	11003
RP11-305E17.6	780	780	780	780
RTCA	2589	2582	2623	2701
MIR553	44	44	68	68
CDC14A	3006	2544	4270	5461
GPR88	3465	3465	3465	3465
RP11-84O12.4	824	824	824	824
VCAM1	3049	3017	3203	3203
EXTL2	3134	3179	3312	3372
SLC30A7	5190	5525	8214	10097
DPH5	1537	1686	1808	1808
LOC102606465	1326	1326	1326	1326
LOC101928334	1315	1376	1784	2753
LOC101928370	1213	1213	1213	1213
S1PR1	2980	2980	3050	3050
LOC102723784	430	430	430	430
OLFM3	3665	3527	4264	4554
DNAJA1P5	1781	1781	1781	1781
COL11A1	7183	7232	7327	7444
LOC101928436	468	468	527	528
RNPC3	1887	1887	1887	1887
AMY2B	2242	2242	2242	2242
ACTG1P4	1988	1988	1988	1988
AMY2A	1632	1632	1632	1632
AMY1A	1740	1723	1862	2116
AMY1B	1719	1666	1838	1932
AMY1C	1726	1666	1860	1954
LOC100129138	1224	1224	1224	1224
RP11-251P6.1	749	234	1849	1958
PRMT6	2650	2650	2650	2650
NTNG1	3561	3600	4202	4395
LOC102724829	594	594	594	594
VAV3	3490	3108	4769	5829
MIR7852	52	52	82	82
VAV3-AS1	619	619	619	619
SLC25A24	3540	3540	3585	3899
NBPF4	2463	2499	2577	2577
LOC400768	2481	2481	2481	2481
NBPF6	2296	2222	2531	2618
FAM102B	5340	5340	5340	5340
HENMT1	1717	1698	1881	2041
PRPF38B	3546	3706	3756	4069
FNDC7	2519	2519	3064	3064
STXBP3	2503	2503	2503	2503
AKNAD1	2987	2987	3063	3248
SPATA42	501	501	535	608
GPSM2	3409	3507	3589	3842
CLCC1	4506	4519	4835	4845
WDR47	4330	4352	4376	4383
TAF13	577	577	577	577
TMEM167B	2750	2750	2750	2750
SCARNA2	420	420	420	420
C1orf194	716	731	884	1114
KIAA1324	6909	6917	7032	8185
SARS	2368	1986	3181	4950
CELSR2	10349	10382	10540	10540
PSRC1	1715	1740	1772	1923
MYBPHL	1281	1303	1372	1399
SORT1	6974	7002	7051	7876
PSMA5	3766	3752	3826	3864
SYPL2	2454	2454	3779	3845
ATXN7L2	2448	2442	2514	2590
CYB561D1	4953	4966	5114	5157
AMIGO1	2471	2471	2471	2471
GPR61	2781	2781	2823	2855
LOC101928560	1101	1101	1101	1101
GNAI3	4743	4743	4743	4743
MIR197	40	23	75	75
GNAT2	1365	1365	1365	1365
AMPD2	3470	3497	4109	4772
GSTM4	1380	1372	1426	1917
GSTM2	1339	1339	1478	2018
GSTM1	1090	1129	1192	1238
GSTM5	1198	1143	1570	1620
GSTM3	4089	4089	4127	4127
EPS8L3	2224	2273	2321	2321
CSF1	3022	3056	4234	4915
AHCYL1	4001	4028	4314	4968
STRIP1	3107	3209	3394	3461
ALX3	1478	1478	1478	1478
UBL4B	1508	1508	1508	1508
SLC6A17	4406	4406	6403	6485
KCNC4-AS1	1132	1132	1132	1132
KCNC4	3716	3774	4437	5417
RP5-1074L1.1	2611	2611	2611	2611
RBM15	3375	3375	3431	3431
SLC16A4	2434	2511	2676	3109
LAMTOR5	850	850	850	850
LAMTOR5-AS1	533	533	533	533
PROK1	1372	1372	1372	1372
CYMP	1241	1241	1241	1241
LOC440602	2351	2351	2351	2351
KCNA10	1959	1959	1959	1959
KCNA2	2104	2104	2250	2820
KCNA3	5131	6367	6446	9031
CD53	1519	1567	1572	1628
LRIF1	2878	3061	3585	3998
DRAM2	1944	1904	2067	2125
CEPT1	1830	2139	2251	3324
DENND2D	2475	2243	3296	3804
CHI3L2	1470	1470	1500	1611
CHIAP2	2803	2803	2803	2803
CHIA	1427	1403	1698	1838
PIFO	2302	2335	2464	2567
PGCP1	608	608	608	608
OVGP1	2242	2242	2242	2242
WDR77	2408	2408	2408	2408
ATP5F1	1878	1878	2116	2221
C1orf162	931	937	940	1032
ADORA3	1498	1184	2245	3849
LINC01160	1542	1542	1542	1542
RAP1A	1680	1659	1906	2222
FAM212B	5909	5909	5980	6077
FAM212B-AS1	2053	2053	2131	2131
LOC101928718	1745	1745	2794	3100
DDX20	3510	3510	3510	3510
KCND3	2263	2334	2693	3217
KCND3-IT1	376	376	376	376
LOC643355	2170	2170	3036	3254
LOC101928754	248	248	248	248
CTTNBP2NL	3760	2994	5900	7033
MIR4256	41	41	64	64
WNT2B	2244	2244	2470	2715
ST7L	3065	3497	4528	4816
CAPZA1	2740	2740	2740	2740
MOV10	3761	3717	4551	5204
RHOC	1340	1328	1397	1621
PPM1J	1714	1714	1714	1714
FAM19A3	1246	1246	1427	1437
LOC128322	381	381	381	381
RP11-426L16.8	1824	1824	1824	1824
SLC16A1	4144	4144	4379	4669
AKR7A2P1	1324	1324	1324	1324
SLC16A1-AS1	1125	1125	1508	1508
LOC101930375	1171	1171	1646	1677
RP11-31F15.2	2456	2456	2456	2456
LRIG2	3700	3793	4215	5121
LOC102723919	998	998	998	998
LOC643441	2172	2172	2172	2172
MAGI3	6924	7015	7221	7609
PHTF1	2969	3095	3448	3992
RSBN1	6593	6593	6593	6593
PTPN22	3563	3561	3648	3648
RP5-1073O3.2	283	283	301	366
AP4B1-AS1	1734	1734	1734	1734
BCL2L15	2986	2986	4973	5327
AP4B1	2257	2403	2791	3210
DCLRE1B	3659	3659	3788	3788
RP5-1073O3.7	1719	1719	2117	2431
HIPK1	7465	8154	8260	9119
OLFML3	1978	1972	2138	2189
SYT6	3487	4352	4370	4676
TRIM33	8310	8310	8339	8411
LOC101928890	121	121	121	121
BCAS2	1304	1304	1304	1304
DENND2C	4244	4244	4514	4514
AMPD1	2401	2401	2407	2407
NRAS	4454	4454	4454	4454
CSDE1	4039	4119	4313	4313
SIKE1	5488	5502	5558	5558
SYCP1	3472	3465	3625	3755
TSHB	450	450	537	564
TSPAN2	3170	3170	3213	3213
NGF	1108	1039	1449	1632
VANGL1	6553	8635	8691	8823
CASQ2	2702	2702	2702	2702
NHLH2	2094	2501	2512	3355
LOC101928977	504	504	524	524
SLC22A15	3311	4169	4720	6845
MAB21L3	2187	2187	3229	3256
ATP1A1	3745	3753	3902	4812
ATP1A1OS	1099	887	1828	2635
RP4-655J12.4	786	828	1006	2019
CD58	1245	1188	1395	1719
MIR548AC	55	55	88	88
IGSF3	6990	7189	7299	7450
MIR320B1	50	50	79	79
C1orf137	386	386	386	386
CD2	1535	1531	1638	1638
PTGFRN	6160	6160	6160	6160
CD101	3492	3535	3563	3563
RP11-27K13.3	1814	1814	1814	1814
TTF2	4131	4251	4855	4955
MIR942	43	22	86	86
TRIM45	3076	3527	3581	3581
VTCN1	2561	2638	2728	2947
MAN1A2	6854	6854	8320	8632
FAM46C	5720	5720	5720	5720
GDAP2	5137	3492	8877	10174
WDR3	3877	3877	3877	3877
SPAG17	5440	4691	7125	7203
TBX15	3831	3951	4048	4252
WARS2	2894	2832	3209	3440
RP11-418J17.1	956	956	956	956
HAO2	1597	1593	1805	2590
HAO2-IT1	311	311	311	311
HSD3B2	1748	1748	1787	1870
HSD3B1	1680	1680	1680	1680
HSD3BP4	8697	8697	8697	8697
LINC00622	1590	1590	1590	1590
ZNF697	5049	5080	5085	5217
PHGDH	2015	2015	2015	2015
HMGCS2	2403	2403	2466	2466
REG4	1263	1259	1517	2262
NBPF7	1611	1611	1611	1611
ADAM30	2992	2992	2992	2992
NOTCH2	9745	10917	11466	12799
LOC101929178	884	884	884	884
SEC22B	1884	1884	1884	1884
LOC100996723	893	893	893	893
LOC101929786	1834	1834	1834	1834
LOC101929788	679	679	679	679
NBPF8	4812	4542	5810	5947
PFN1P2	1914	1914	1914	1914
LOC102724372	688	688	688	688
LOC100996724	7342	7342	7342	7342
LOC101929792	3459	3459	3459	3459
LOC101929796	1241	1241	1241	1241
LOC102724282	234	234	234	234
NBPF26	5918	5702	6435	6577
TRNAN5	74	74	74	74
RNVU1-19	167	167	167	167
PPIAL4B	785	785	785	785
LINC00623	930	839	1273	1273
RNVU1-4	164	164	164	164
TRNAN22	74	74	74	74
LINC00623-2	855	855	855	855
LOC100996721	873	873	873	873
TRNAG-CCC-2	71	71	71	71
TRNAV-CAC	73	73	73	73
LOC101929798	1077	1077	1077	1077
TRNAN-GUU-2	74	74	74	74
FCGR1B	1824	1764	2187	2871
LOC100996318	1166	1166	1166	1166
HIST2H2BA	515	515	515	515
FAM72B	2244	2244	2374	2625
LOC102724451	1036	1036	1036	1036
SRGAP2C	2931	2895	3515	3542
SRGAP2-AS1	2504	2504	2504	2504
EMBP1	4231	4231	4231	4231
LOC101929814	967	1020	1023	1059
LOC100996735	678	565	908	1601
LOC101929815	600	600	600	600
LOC101927452	201	228	231	267
NBPF23P	836	836	836	836
TRNAQ20	72	72	72	72
RNVU1-17	164	164	164	164
RNVU1-18	164	164	164	164
LOC101929561	848	848	848	848
TRNAN3	74	74	74	74
LOC388692	12272	12272	12272	12272
TRNAV16	71	71	71	71
TRNAV25	73	73	73	73
RP11-353N4.5	535	535	535	535
TRNAN29	74	74	74	74
FCGR1C	1335	1335	1335	1335
LOC100996713	844	844	844	844
FAM72C	2338	2338	2338	2338
SRGAP2D	2616	3185	3188	3188
LOC102724504	714	714	714	714
LOC101929803	999	999	999	999
LOC100996732	491	565	645	1008
LOC101927333	2988	3034	3037	3073
PPIAL4E	785	785	785	785
RNVU1-15	165	165	165	165
TRNAN27	74	74	74	74
NBPF15	4224	4687	4802	5295
TRNAN15	74	74	74	74
PPIAL4F	785	785	785	785
LOC101929826	2988	3034	3037	3073
LOC101927429	416	416	416	416
RP11-14N7.2	766	637	1104	1528
SRGAP2B	2771	2515	3514	3551
LOC102724255	886	886	886	886
FAM72D	2393	2393	2393	2393
TRNAN-GUU-3	74	74	74	74
LOC101929805	1180	1180	1180	1180
TRNAV-CAC-2	73	73	73	73
TRNAV-CAC-3	71	71	71	71
LOC102724235	1284	1284	1284	1284
LOC100996741	4137	4137	4137	4137
LOC100996740	1033	1033	1033	1033
PPIAL4D	785	785	785	785
RNVU1-14	164	164	164	164
TRNAN1	74	74	74	74
NBPF20	17576	18450	18745	18983
TRNAQ-CUG	72	72	72	72
TRNAN-GUU-4	74	74	74	74
LOC102724173	423	423	423	423
LOC101060254	552	552	552	552
NBPF25P	3827	3827	3827	3827
GPR89A	1874	1976	2088	2813
PDZK1	1943	1886	2301	2800
CD160	1258	1265	1633	1800
RNF115	1779	1779	1949	2001
POLR3C	1808	1838	1858	2087
NUDT17	1076	1076	1093	1414
PIAS3	2902	2902	2902	2902
MIR6736	33	21	59	59
ANKRD35	3228	3228	3363	3363
ITGA10	4869	5101	5341	5826
PEX11B	1829	1825	2041	2404
GNRHR2	1149	1035	1626	1961
